code,descr,lang_code,is_active,cr_by,cr_dtimes
RS_AUTH_HIST_FAILURE_EMAIL_SUB,Objet de l'e-mail d'échec de la demande d'historique d'authentification,fra,true,superadmin,now()
RS_AUTH_HIST_FAILURE_SMS,فشل طلب سجل المصادقة,ara,true,superadmin,now()
RS_AUTH_HIST_FAILURE_SMS,Authentication History Request Failure SMS,eng,true,superadmin,now()
RS_AUTH_HIST_FAILURE_SMS,SMS d'échec de la demande d'historique d'authentification,fra,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_EMAIL,تاريخ طلب المصادقة,ara,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_EMAIL,Authentication History Request Success Email,eng,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_EMAIL,E-mail de réussite de la demande d'historique d'authentification,fra,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_EMAIL_SUB,طلب سجل المصادقة النجاح عنوان البريد الإلكتروني,ara,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_EMAIL_SUB,Authentication History Request Success EMAIL Subject,eng,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_EMAIL_SUB,Succès EMAIL de la demande d'historique d'authentification,fra,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_SMS,تاريخ المصادقة طلب النجاح SMS,ara,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_SMS,Authentication History Request Success SMS,eng,true,superadmin,now()
RS_AUTH_HIST_SUCCESS_SMS,Historique de l'authentification des services résidents SMS de transcation,fra,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL,Credential Request Cancel Success EMAIL,ara,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL,Credential Request Cancel Success EMAIL,eng,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL,Credential Request Cancel Success EMAIL,fra,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL_SUB,Credential Request Cancel Success EMAIL Subject,ara,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL_SUB,Credential Request Cancel Success EMAIL Subject,eng,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_EMAIL_SUB,Credential Request Cancel Success EMAIL Subject,fra,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_SMS,Credential Request Cancel Success SMS,ara,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_SMS,Credential Request Cancel Success SMS,eng,true,superadmin,now()
RS_CRE_CANCEL_SUCCESS_SMS,Credential Request Cancel Success SMS,fra,true,superadmin,now()
RS_CRE_REQ_FAILURE_EMAIL,Credential Issuance Failure EMAIL,ara,true,superadmin,now()
RS_CRE_REQ_FAILURE_EMAIL,Credential Issuance Failure EMAIL,eng,true,superadmin,now()
RS_CRE_REQ_FAILURE_EMAIL,Credential Issuance Failure EMAIL,fra,true,superadmin,now()
RS_CRE_REQ_FAILURE_EMAIL_SUB,Credential Issuance Failure EMAIL Subject,ara,true,superadmin,now()
RS_CRE_REQ_FAILURE_EMAIL_SUB,Credential Issuance Failure EMAIL Subject,eng,true,superadmin,now()
RS_CRE_REQ_FAILURE_EMAIL_SUB,Credential Issuance Failure EMAIL Subject,fra,true,superadmin,now()
RS_CRE_REQ_FAILURE_SMS,Credential Issuance Failure SMS,ara,true,superadmin,now()
RS_CRE_REQ_FAILURE_SMS,Credential Issuance Failure SMS,eng,true,superadmin,now()
RS_CRE_REQ_FAILURE_SMS,Credential Issuance Failure SMS,fra,true,superadmin,now()
RS_CRE_REQ_SUCCESS_EMAIL,Credential Issuance Success EMAIL,ara,true,superadmin,now()
RS_CRE_REQ_SUCCESS_EMAIL,Credential Issuance Success EMAIL,eng,true,superadmin,now()
RS_CRE_REQ_SUCCESS_EMAIL,Credential Issuance Success EMAIL,fra,true,superadmin,now()
RS_CRE_REQ_SUCCESS_EMAIL_SUB,Credential Issuance Success EMAIL Subject,ara,true,superadmin,now()
RS_CRE_REQ_SUCCESS_EMAIL_SUB,Credential Issuance Success EMAIL Subject,eng,true,superadmin,now()
RS_CRE_REQ_SUCCESS_EMAIL_SUB,Credential Issuance Success EMAIL Subject,fra,true,superadmin,now()
RS_CRE_REQ_SUCCESS_SMS,Credential Issuance Success SMS,ara,true,superadmin,now()
RS_CRE_REQ_SUCCESS_SMS,Credential Issuance Success SMS,eng,true,superadmin,now()
RS_CRE_REQ_SUCCESS_SMS,Credential Issuance Success SMS,fra,true,superadmin,now()
RS_CRE_STATUS_EMAIL,Credential Issuance Status Check EMAIL,ara,true,superadmin,now()
RS_CRE_STATUS_EMAIL,Credential Issuance Status Check EMAIL,eng,true,superadmin,now()
RS_CRE_STATUS_EMAIL,Credential Issuance Status Check EMAIL,fra,true,superadmin,now()
RS_CRE_STATUS_EMAIL_SUB,Credential Issuance Status Check EMAIL Subject,ara,true,superadmin,now()
RS_CRE_STATUS_EMAIL_SUB,Credential Issuance Status Check EMAIL Subject,eng,true,superadmin,now()
RS_CRE_STATUS_EMAIL_SUB,Credential Issuance Status Check EMAIL Subject,fra,true,superadmin,now()
RS_CRE_STATUS_SMS,Credential Issuance Status Check SMS,ara,true,superadmin,now()
RS_CRE_STATUS_SMS,Credential Issuance Status Check SMS,eng,true,superadmin,now()
RS_CRE_STATUS_SMS,Credential Issuance Status Check SMS,fra,true,superadmin,now()
RS_DOW_UIN_FAILURE_EMAIL,تنزيل فشل البريد الإلكتروني,ara,true,superadmin,now()
RS_DOW_UIN_FAILURE_EMAIL,Download e-UIN Failure Email,eng,true,superadmin,now()
RS_DOW_UIN_FAILURE_EMAIL,Télécharger l'e-mail d'échec e-UIN,fra,true,superadmin,now()
RS_DOW_UIN_FAILURE_EMAIL_SUB,قم بتنزيل موضوع فشل البريد الإلكتروني,ara,true,superadmin,now()
RS_DOW_UIN_FAILURE_EMAIL_SUB,Download e-UIN Failure Email Subject,eng,true,superadmin,now()
RS_DOW_UIN_FAILURE_EMAIL_SUB,Télécharger le sujet de l'e-mail d'échec e-UIN,fra,true,superadmin,now()
RS_DOW_UIN_FAILURE_SMS,قم بتنزيل SMS Failure SMS,ara,true,superadmin,now()
RS_DOW_UIN_FAILURE_SMS,Download e-UIN Failure SMS,eng,true,superadmin,now()
RS_DOW_UIN_FAILURE_SMS,Télécharger le SMS d'échec e-UIN,fra,true,superadmin,now()
RS_DOW_UIN_SUCCESS_EMAIL,تنزيل ناجح للبريد الإلكتروني,ara,true,superadmin,now()
RS_DOW_UIN_SUCCESS_EMAIL,Successful Download of e-UIN Email,eng,true,superadmin,now()
RS_DOW_UIN_SUCCESS_EMAIL,Téléchargement réussi du courriel e-UIN,fra,true,superadmin,now()
RS_DOW_UIN_SUCCESS_EMAIL_SUB,تنزيل ناجح لموضوع البريد الإلكتروني UIN,ara,true,superadmin,now()
RS_DOW_UIN_SUCCESS_EMAIL_SUB,Successful Download of e-UIN Email Subject,eng,true,superadmin,now()
RS_DOW_UIN_SUCCESS_EMAIL_SUB,Téléchargement réussi de l'objet de l'e-UIN,fra,true,superadmin,now()
RS_DOW_UIN_SUCCESS_SMS,تنزيل ناجح لرسائل e-UIN SMS,ara,true,superadmin,now()
RS_DOW_UIN_SUCCESS_SMS,Successful Download of e-UIN SMS,eng,true,superadmin,now()
RS_DOW_UIN_SUCCESS_SMS,Téléchargement réussi de l'e-UIN SMS,fra,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_EMAIL,فشل في قفل البريد الإلكتروني لأنواع المصادقة,ara,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_EMAIL,Failure in Locking of Auth Types Email,eng,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_EMAIL,Échec du verrouillage des e-mails des types d'authentification,fra,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_EMAIL_SUB,فشل في قفل أنواع مصادقة البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_EMAIL_SUB,Failure in Locking of Auth Types Email Subject,eng,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_EMAIL_SUB,Échec du verrouillage des types d'authentification Objet de l'e-mail,fra,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_SMS,فشل في قفل أنواع مصادقة الرسائل القصيرة,ara,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_SMS,Failure in Locking of Auth Types SMS,eng,true,superadmin,now()
RS_LOCK_AUTH_FAILURE_SMS,Échec du verrouillage des types d'authentification SMS,fra,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL,قفل ناجح لأنواع مصادقة البريد الإلكتروني,ara,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL,Successful Locking of Auth Types Email,eng,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL,Verrouillage réussi des e-mails des types d'authentification,fra,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,قفل ناجح لأنواع مصادقة البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,Successful Locking of Auth Types Email Subject,eng,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,Succès du verrouillage des types d'authentification,fra,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_SMS,قفل ناجح لأنواع مصادقة الرسائل القصيرة,ara,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_SMS,Successful Locking of Auth Types SMS,eng,true,superadmin,now()
RS_LOCK_AUTH_SUCCESS_SMS,Verrouillage réussi des types d'authentification SMS,fra,true,superadmin,now()
RS_UIN_RPR_FAILURE_EMAIL,إعادة طبع فشل طلب البريد الإلكتروني,ara,true,superadmin,now()
RS_UIN_RPR_FAILURE_EMAIL,Reprint Request Failure Email,eng,true,superadmin,now()
RS_UIN_RPR_FAILURE_EMAIL,E-mail d'échec de la demande de réimpression,fra,true,superadmin,now()
RS_UIN_RPR_FAILURE_EMAIL_SUB,إعادة طبع فشل طلب البريد الإلكتروني,ara,true,superadmin,now()
RS_UIN_RPR_FAILURE_EMAIL_SUB,Reprint Request Failure Email Subject,eng,true,superadmin,now()
RS_UIN_RPR_FAILURE_EMAIL_SUB,Échec de la demande de réimpression Objet de l'e-mail,fra,true,superadmin,now()
RS_UIN_RPR_FAILURE_SMS,إعادة طلب فشل الرسائل القصيرة,ara,true,superadmin,now()
RS_UIN_RPR_FAILURE_SMS,Reprint Request Failure SMS,eng,true,superadmin,now()
RS_UIN_RPR_FAILURE_SMS,SMS d'échec de la demande de réimpression,fra,true,superadmin,now()
RS_UIN_RPR_SUCCESS_EMAIL,طبع طلب النجاح البريد الإلكتروني,ara,true,superadmin,now()
RS_UIN_RPR_SUCCESS_EMAIL,Reprint Request Success Email,eng,true,superadmin,now()
RS_UIN_RPR_SUCCESS_EMAIL,Réimpression de l'e-mail de réussite de la demande,fra,true,superadmin,now()
RS_UIN_RPR_SUCCESS_EMAIL_SUB,طبع طلب النجاح البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_UIN_RPR_SUCCESS_EMAIL_SUB,Reprint Request Success Email Subject,eng,true,superadmin,now()
RS_UIN_RPR_SUCCESS_EMAIL_SUB,Sujet de l'e-mail de demande de réimpression réussie,fra,true,superadmin,now()
RS_UIN_RPR_SUCCESS_SMS,إعادة طبع طلب النجاح SMS,ara,true,superadmin,now()
RS_UIN_RPR_SUCCESS_SMS,Reprint Request Success SMS,eng,true,superadmin,now()
RS_UIN_RPR_SUCCESS_SMS,Réimpression SMS de réussite de la demande,fra,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_EMAIL,فشل طلب تحديث UIN,ara,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_EMAIL,UIN Update Request Failed Email,eng,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_EMAIL,E-mail d'échec de la demande de mise à jour UIN,fra,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_EMAIL_SUB,فشل طلب تحديث UIN موضوع البريد الإلكتروني,ara,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_EMAIL_SUB,UIN Update Request Failed Email Subject,eng,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_EMAIL_SUB,Échec de la demande de mise à jour de l'UIN,fra,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_SMS,فشل طلب تحديث UIN SMS,ara,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_SMS,UIN Update Request Failed SMS,eng,true,superadmin,now()
RS_UIN_UPDATE_FAILURE_SMS,Echec de la demande de mise à jour UIN SMS,fra,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL,تم تحديث طلب تحديث UIN بنجاح,ara,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL,UIN Update Request Placed Successfully Email,eng,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL,E-mail de demande de mise à jour UIN placé avec succès,fra,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL_SUB,تم وضع طلب تحديث UIN بنجاح بالبريد الإلكتروني,ara,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL_SUB,UIN Update Request Placed Successfully Email Subject,eng,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_EMAIL_SUB,Sujet de la demande de mise à jour UIN placé avec succès,fra,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_SMS,تم تحديث طلب تحديث UIN بنجاح,ara,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_SMS,UIN Update Request Placed Successfully SMS,eng,true,superadmin,now()
RS_UIN_UPDATE_SUCCESS_SMS,Demande de mise à jour UIN placée avec succès SMS,fra,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL,فشل في فتح البريد الإلكتروني لأنواع مصادقة,ara,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL,Failure in Unlocking of Auth Types Email,eng,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL,Échec du déverrouillage de la messagerie électronique des types d'authentification,fra,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL_SUB,فشل في فتح أنواع مصادقة البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL_SUB,Failure in Unlocking of Auth Types Email Subject,eng,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_EMAIL_SUB,Échec du déverrouillage du sujet de l'e-mail des types d'authentification,fra,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_SMS,فشل في فتح أنواع مصادقة الرسائل القصيرة,ara,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_SMS,Failure in Unlocking of Auth Types SMS,eng,true,superadmin,now()
RS_UNLOCK_AUTH_FAILURE_SMS,Échec de déverrouillage des types d'authentification SMS,fra,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL,فتح ناجح لأنواع مصادقة البريد الإلكتروني,ara,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL,Successful Unlocking of Auth Types Email,eng,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL,Déverrouillage réussi des types d'authentification,fra,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,فتح ناجح لأنواع مصادقة البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,Successful Unlocking of Auth Types Email Subject,eng,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,Déverrouillage réussi des types d'authentification Objet de l'e-mail,fra,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_SMS,فتح ناجح لأنواع مصادقة الرسائل القصيرة,ara,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_SMS,Successful Unlocking of Auth Types SMS,eng,true,superadmin,now()
RS_UNLOCK_AUTH_SUCCESS_SMS,Déverrouillage réussi des types d'authentification SMS,fra,true,superadmin,now()
RS_VIN_GEN_FAILURE_EMAIL,VID الجيل فشل البريد الإلكتروني,ara,true,superadmin,now()
RS_VIN_GEN_FAILURE_EMAIL,VID Generation Failure Email,eng,true,superadmin,now()
RS_VIN_GEN_FAILURE_EMAIL,E-mail d'échec de génération de VID,fra,true,superadmin,now()
RS_VIN_GEN_FAILURE_EMAIL_SUB,VID الجيل فشل البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_VIN_GEN_FAILURE_EMAIL_SUB,VID Generation Failure Email Subject,eng,true,superadmin,now()
RS_VIN_GEN_FAILURE_EMAIL_SUB,Objet de l'e-mail d'échec de génération de VID,fra,true,superadmin,now()
RS_VIN_GEN_FAILURE_SMS,فشل إنشاء VID SMS,ara,true,superadmin,now()
RS_VIN_GEN_FAILURE_SMS,VID Generation Failure SMS,eng,true,superadmin,now()
RS_VIN_GEN_FAILURE_SMS,SMS d'échec de génération de VID,fra,true,superadmin,now()
RS_VIN_GEN_SUCCESS_EMAIL,VID جيل النجاح البريد الإلكتروني,ara,true,superadmin,now()
RS_VIN_GEN_SUCCESS_EMAIL,VID Generation Success Email,eng,true,superadmin,now()
RS_VIN_GEN_SUCCESS_EMAIL,E-mail de réussite de la génération VID,fra,true,superadmin,now()
RS_VIN_GEN_SUCCESS_EMAIL_SUB,VID جيل النجاح البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_VIN_GEN_SUCCESS_EMAIL_SUB,VID Generation Success Email Subject,eng,true,superadmin,now()
RS_VIN_GEN_SUCCESS_EMAIL_SUB,Sujet de l'e-mail de réussite de la génération VID,fra,true,superadmin,now()
RS_VIN_GEN_SUCCESS_SMS,VID جيل النجاح SMS,ara,true,superadmin,now()
RS_VIN_GEN_SUCCESS_SMS,VID Generation Success SMS,eng,true,superadmin,now()
RS_VIN_GEN_SUCCESS_SMS,SMS de réussite de génération VID,fra,true,superadmin,now()
RS_VIN_REV_FAILURE_EMAIL,VID إبطال فشل البريد الإلكتروني,ara,true,superadmin,now()
RS_VIN_REV_FAILURE_EMAIL,VID Revocation Failure Email,eng,true,superadmin,now()
RS_VIN_REV_FAILURE_EMAIL,E-mail d'échec de révocation de VID,fra,true,superadmin,now()
RS_VIN_REV_FAILURE_EMAIL_SUB,فيد إلغاء فشل البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_VIN_REV_FAILURE_EMAIL_SUB,VID Revocation Failure Email Subject,eng,true,superadmin,now()
RS_VIN_REV_FAILURE_EMAIL_SUB,Objet de l'e-mail d'échec de la révocation du VID,fra,true,superadmin,now()
RS_VIN_REV_FAILURE_SMS,فشل إلغاء VID SMS,ara,true,superadmin,now()
RS_VIN_REV_FAILURE_SMS,VID Revocation Failure SMS,eng,true,superadmin,now()
RS_VIN_REV_FAILURE_SMS,SMS d'échec de révocation de VID,fra,true,superadmin,now()
RS_VIN_REV_SUCCESS_EMAIL,VID إبطال نجاح البريد الإلكتروني,ara,true,superadmin,now()
RS_VIN_REV_SUCCESS_EMAIL,VID Revocation Success Email,eng,true,superadmin,now()
RS_VIN_REV_SUCCESS_EMAIL,E-mail de réussite de la révocation de VID,fra,true,superadmin,now()
RS_VIN_REV_SUCCESS_EMAIL_SUB,VID إبطال نجاح البريد الإلكتروني الموضوع,ara,true,superadmin,now()
RS_VIN_REV_SUCCESS_EMAIL_SUB,VID Revocation Success Email Subject,eng,true,superadmin,now()
RS_VIN_REV_SUCCESS_EMAIL_SUB,Sujet de l'e-mail de réussite de la révocation de VID,fra,true,superadmin,now()
RS_VIN_REV_SUCCESS_SMS,VID إبطال نجاح الرسائل القصيرة,ara,true,superadmin,now()
RS_VIN_REV_SUCCESS_SMS,VID Revocation Success SMS,eng,true,superadmin,now()
RS_VIN_REV_SUCCESS_SMS,SMS de succès de révocation VID,fra,true,superadmin,now()
SMS-Acknowledgement,قالب للإشعار SMS,ara,true,superadmin,now()
SMS-Acknowledgement,Template for SMS Acknowledgement,eng,true,superadmin,now()
SMS-Acknowledgement,Template for SMS Acknowledgment,fra,true,superadmin,now()
Update-email-content-template,قالب لتحديث تسجيل محتوى البريد الإلكتروني,ara,true,superadmin,now()
Update-email-content-template,Template for update registration Email Content,eng,true,superadmin,now()
Update-email-content-template,Modèle pour lenregistrement de la mise à jour,fra,true,superadmin,now()
Update-email-subject-template,قالب لتسجيل التحديث البريد الإلكتروني الموضوع,ara,true,superadmin,now()
Update-email-subject-template,Template for update registration Email Subject,eng,true,superadmin,now()
Update-email-subject-template,Modèle denregistrement de mise à jour Objet de le-mail,fra,true,superadmin,now()
Update-sms-template,قالب لرسالة تسجيل التحديث,ara,true,superadmin,now()
Update-sms-template,Template for update registration SMS,eng,true,superadmin,now()
Update-sms-template,Modèle pour SMS denregistrement de mise à jour,fra,true,superadmin,now()
updateUIN-email-notification,تحديث قالب شكر UIN,ara,true,superadmin,now()
updateUIN-email-notification,Updtae UIN Acknowledgement Template,eng,true,superadmin,now()
updateUIN-email-notification,Mise à jour du modèle d'accusé de réception UIN,fra,true,superadmin,now()
updateUIN-sms-notification,تحديث قالب شكر UIN,ara,true,superadmin,now()
updateUIN-sms-notification,Updtae UIN Acknowledgement Template,eng,true,superadmin,now()
updateUIN-sms-notification,Mise à jour du modèle d'accusé de réception UIN,fra,true,superadmin,now()
